"Deaths by age and sex (Annual-Dec)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" ","Total all ages","Neonatal","Post-neonatal","Infant","1-4 years","5-9 years","10-14 years","15-19 years","20-24 years","25-29 years","30-34 years","35-39 years","40-44 years","45-49 years","50-54 years","55-59 years","60-64 years","65-69 years","70-74 years","75-79 years","80-84 years","85-89 years","90-94 years","95-99 years","100 years and over","Less than 1 year","1 year","2 years","3 years","4 years","5 years","6 years","7 years","8 years","9 years","10 years","11 years","12 years","13 years","14 years","15 years","16 years","17 years","18 years","19 years","20 years","21 years","22 years","23 years","24 years","25 years","26 years","27 years","28 years","29 years","30 years","31 years","32 years","33 years","34 years","35 years","36 years","37 years","38 years","39 years","40 years","41 years","42 years","43 years","44 years","45 years","46 years","47 years","48 years","49 years","50 years","51 years","52 years","53 years","54 years","55 years","56 years","57 years","58 years","59 years","60 years","61 years","62 years","63 years","64 years","65 years","66 years","67 years","68 years","69 years","70 years","71 years","72 years","73 years","74 years","75 years","76 years","77 years","78 years","79 years","80 years","81 years","82 years","83 years","84 years","85 years","86 years","87 years","88 years","89 years","90 years","91 years","92 years","93 years","94 years","95 years","96 years","97 years","98 years","99 years","100 years and over","Median age at death","Total all ages","Neonatal","Post-neonatal","Infant","1-4 years","5-9 years","10-14 years","15-19 years","20-24 years","25-29 years","30-34 years","35-39 years","40-44 years","45-49 years","50-54 years","55-59 years","60-64 years","65-69 years","70-74 years","75-79 years","80-84 years","85-89 years","90-94 years","95-99 years","100 years and over","Less than 1 year","1 year","2 years","3 years","4 years","5 years","6 years","7 years","8 years","9 years","10 years","11 years","12 years","13 years","14 years","15 years","16 years","17 years","18 years","19 years","20 years","21 years","22 years","23 years","24 years","25 years","26 years","27 years","28 years","29 years","30 years","31 years","32 years","33 years","34 years","35 years","36 years","37 years","38 years","39 years","40 years","41 years","42 years","43 years","44 years","45 years","46 years","47 years","48 years","49 years","50 years","51 years","52 years","53 years","54 years","55 years","56 years","57 years","58 years","59 years","60 years","61 years","62 years","63 years","64 years","65 years","66 years","67 years","68 years","69 years","70 years","71 years","72 years","73 years","74 years","75 years","76 years","77 years","78 years","79 years","80 years","81 years","82 years","83 years","84 years","85 years","86 years","87 years","88 years","89 years","90 years","91 years","92 years","93 years","94 years","95 years","96 years","97 years","98 years","99 years","100 years and over","Median age at death"
1982,13830,141,195,333,69,45,48,210,261,180,165,183,240,345,573,987,1368,1848,2121,2010,1575,798,384,87,12,333,27,18,12,12,15,6,9,9,6,9,6,9,9,15,21,27,51,60,51,60,54,54,48,45,36,33,39,30,39,33,39,24,30,42,33,30,42,45,36,54,42,36,51,54,57,69,78,66,72,90,105,126,111,141,138,207,207,213,219,261,252,297,240,321,267,360,411,420,390,420,405,420,426,444,408,432,390,429,354,378,342,318,285,246,231,168,156,123,123,105,93,84,69,30,33,18,15,12,6,12,70.2,11700,123,129,255,63,36,27,78,84,63,105,120,159,261,372,588,750,1116,1491,1638,1782,1503,843,297,60,255,24,18,12,6,12,6,6,9,9,3,6,3,6,12,15,12,21,18,12,15,24,12,18,15,12,12,15,15,15,21,15,21,24,24,27,21,21,18,30,21,33,33,39,33,45,51,42,48,72,57,78,78,84,78,90,108,117,126,150,129,147,165,153,162,192,192,225,246,261,264,267,312,321,330,300,339,366,324,306,354,390,351,348,339,333,330,306,273,258,234,192,174,126,114,90,81,60,33,33,63,75.9
1983,13977,141,213,351,63,48,54,198,279,168,150,171,234,363,537,999,1356,1791,2124,2193,1572,846,366,99,15,354,18,21,15,12,6,9,6,12,12,9,6,9,15,18,33,36,33,57,42,66,57,60,39,57,39,36,36,30,30,33,30,33,24,30,30,33,30,33,42,42,39,45,60,51,54,72,84,75,84,87,81,111,99,159,162,180,186,231,237,246,240,294,288,282,318,330,354,372,417,366,426,462,414,453,474,456,465,423,378,387,315,345,270,255,228,183,192,147,102,99,90,60,66,48,36,24,21,9,9,15,70.6,12012,138,141,279,45,33,36,81,102,66,99,123,162,210,348,495,816,1116,1554,1761,1953,1524,867,300,39,282,18,9,9,12,6,9,6,6,6,9,9,3,9,6,15,18,12,18,18,27,21,24,12,15,9,9,18,12,18,12,15,15,30,27,33,21,18,24,30,21,30,27,42,45,33,36,39,66,36,66,57,66,78,81,81,93,111,93,114,123,168,180,180,162,174,198,225,252,267,285,288,327,333,324,330,327,369,372,363,405,336,414,414,381,375,306,300,267,276,231,183,174,156,123,108,75,54,33,30,39,76.3
1984,13773,132,219,354,84,45,51,201,231,159,186,183,246,324,558,942,1326,1638,2166,2133,1611,879,336,99,15,351,36,15,18,12,12,12,6,6,9,3,12,3,15,18,27,30,45,51,51,54,57,30,42,51,39,33,45,27,15,36,39,42,36,33,39,30,36,42,33,36,42,63,51,57,54,60,69,57,84,96,84,108,126,144,147,168,186,213,225,243,234,279,294,276,294,306,297,354,387,405,435,450,450,423,468,456,411,408,390,396,324,324,297,267,240,189,189,153,105,96,87,66,48,39,27,33,15,15,9,15,70.9,11604,96,147,246,36,27,33,72,90,75,96,99,156,201,351,522,762,1059,1494,1818,1794,1485,861,294,39,243,15,9,9,3,6,6,6,9,6,6,6,3,9,9,15,15,18,12,15,12,21,27,18,12,12,9,18,18,15,21,24,15,15,18,18,18,24,24,18,21,30,27,39,42,39,36,33,45,45,57,57,66,75,96,81,93,114,117,111,144,126,165,159,168,156,183,228,243,249,243,300,282,342,324,330,360,366,360,402,396,312,345,366,375,306,294,330,294,261,231,186,180,144,120,96,72,60,39,24,36,76.4
1985,14529,144,177,321,57,45,54,228,237,201,153,165,252,357,552,960,1416,1719,2211,2307,1800,972,402,99,18,321,24,18,12,3,6,12,6,9,9,9,3,12,12,18,39,33,45,57,57,42,45,51,51,45,42,39,48,36,30,36,30,27,30,27,30,30,33,33,36,51,36,48,57,54,60,78,72,81,66,84,90,111,135,138,159,150,213,219,219,264,255,273,312,309,324,279,342,372,402,366,426,465,462,495,486,459,468,438,453,399,396,378,327,297,264,240,204,150,120,123,93,81,60,51,36,27,15,12,9,15,71.4,12951,96,141,237,57,39,42,78,87,87,90,138,159,249,333,534,834,1095,1587,1944,2007,1788,1119,378,66,237,21,21,6,9,12,12,3,6,9,6,6,9,9,9,15,18,21,15,12,24,15,15,15,15,24,18,15,18,15,15,24,9,24,15,21,33,21,30,30,30,24,27,30,42,51,45,45,48,60,57,66,54,78,81,81,81,126,132,114,141,159,168,168,198,195,186,219,234,258,282,318,306,327,351,360,387,411,357,426,417,402,411,369,405,447,381,348,324,291,300,252,213,183,171,129,93,81,45,33,66,77.2
1986,14532,150,186,336,87,27,66,234,267,213,180,225,237,330,570,888,1410,1698,2259,2247,1743,1017,375,105,12,336,33,27,12,18,9,9,6,3,3,9,12,18,12,12,24,33,36,60,84,51,60,54,63,45,48,45,42,39,39,39,45,30,36,36,33,42,39,66,45,45,42,42,48,57,54,60,72,66,78,90,90,111,132,144,156,153,174,192,216,249,243,270,312,336,345,333,300,351,363,408,441,444,501,465,447,486,483,438,396,417,387,348,309,285,288,228,189,180,132,123,84,75,51,42,36,30,24,9,9,12,71.2,12516,111,144,258,48,36,33,75,81,81,102,123,156,216,315,552,792,1065,1524,1986,2058,1599,1005,360,51,255,21,12,6,6,6,15,6,6,6,6,6,9,9,6,15,18,21,9,12,15,21,15,15,15,15,12,18,18,18,21,15,21,24,21,21,18,24,24,33,33,15,33,36,39,42,30,45,51,48,48,63,75,60,69,105,99,108,111,132,129,153,141,180,183,195,210,192,231,237,273,285,336,303,324,372,420,363,405,423,441,381,417,426,393,369,339,333,300,261,243,234,204,177,147,93,99,78,48,39,51,77.0
1987,14466,132,171,303,60,45,60,237,282,213,192,198,228,345,567,906,1308,1716,2175,2274,1794,1068,387,96,12,303,24,12,18,3,9,9,12,3,12,9,9,15,9,21,27,39,48,57,66,75,60,51,54,42,45,48,39,54,33,45,39,27,39,39,36,33,39,48,39,30,42,51,60,48,54,57,69,81,84,108,114,108,117,120,141,153,192,204,222,231,243,249,279,303,327,348,348,336,357,381,423,450,468,450,459,456,477,462,423,426,384,387,321,276,267,249,231,165,156,102,99,75,72,39,33,18,21,15,9,12,71.5,12954,96,156,252,51,27,33,90,93,96,96,129,156,243,366,516,810,1107,1629,1974,2109,1758,1026,327,72,252,12,18,12,9,6,6,6,6,6,3,6,3,6,15,18,12,15,15,27,21,18,12,15,21,21,21,18,12,24,18,21,18,18,21,27,15,30,33,24,39,21,36,33,27,48,42,54,54,51,63,75,75,78,78,81,96,108,117,114,150,144,171,165,177,201,222,234,219,234,285,291,348,315,393,375,375,402,426,396,387,417,444,450,414,387,372,357,342,297,276,213,210,186,141,123,72,69,42,24,69,77.1
1988,14568,159,198,360,66,36,45,216,276,219,192,207,264,345,492,858,1395,1698,2061,2382,1869,1110,363,102,12,357,30,9,18,12,15,3,9,9,3,6,6,6,15,9,15,24,51,57,63,51,57,57,57,51,54,42,48,33,42,42,30,39,39,45,30,48,54,42,30,42,57,54,54,60,54,63,75,81,72,84,99,108,90,111,135,159,177,180,210,249,267,273,327,282,318,339,375,336,327,348,402,432,444,435,510,468,489,498,420,450,417,366,342,297,261,279,243,198,129,108,78,72,57,51,30,24,18,18,12,15,71.7,12840,111,150,261,48,30,33,84,93,96,96,123,165,234,324,450,732,1116,1491,1959,2196,1842,1041,375,57,261,18,15,12,6,9,9,6,3,3,3,3,9,9,9,9,15,24,21,15,15,24,15,18,18,24,21,18,15,15,18,21,18,21,21,27,27,21,24,27,36,36,30,30,36,39,48,48,42,57,48,42,66,84,81,84,72,93,99,99,129,114,153,168,165,204,207,252,234,219,234,246,333,318,357,381,378,384,399,417,429,453,417,432,465,384,399,384,360,312,291,237,204,162,144,129,90,72,51,33,57,77.8
1989,14331,138,213,348,72,39,45,246,282,216,195,189,267,345,516,744,1299,1743,1986,2313,1878,1098,396,102,9,348,24,24,12,12,6,12,9,3,12,3,9,9,9,15,24,33,57,57,75,66,72,36,54,54,45,51,39,36,45,48,27,36,33,48,36,51,36,36,36,42,57,54,54,60,54,54,69,72,93,87,111,111,108,102,123,117,144,183,177,201,246,261,270,321,297,327,360,408,351,351,369,390,402,474,477,477,465,450,444,450,444,345,336,303,282,240,231,186,156,129,93,57,63,51,36,21,18,18,12,9,71.7,12711,120,123,243,42,27,21,90,81,69,87,117,177,252,339,465,759,1035,1470,1947,2220,1752,1065,378,72,243,12,9,15,6,6,3,6,9,0,3,0,3,6,9,15,18,18,24,18,15,15,15,18,18,9,15,15,15,18,15,9,18,21,24,21,24,18,21,27,27,24,39,39,48,42,45,57,57,48,69,48,66,72,87,60,93,108,93,111,141,153,135,159,168,201,210,216,210,201,237,282,303,300,345,408,372,375,414,372,438,471,456,459,396,387,369,330,366,300,273,246,204,192,153,117,93,78,60,27,72,77.8
1990,13971,147,150,297,81,36,39,213,297,216,189,195,261,336,468,765,1224,1698,1965,2250,1890,1083,372,84,15,294,30,24,15,15,9,6,12,6,3,0,9,9,9,9,18,33,54,45,66,69,63,51,51,63,48,51,39,42,36,36,33,30,48,42,33,33,48,36,45,51,45,45,69,51,57,57,63,81,75,78,69,93,105,123,123,129,156,162,192,219,216,234,273,282,294,300,360,354,393,360,333,408,438,426,465,429,480,420,453,426,414,384,342,327,285,276,192,171,159,105,96,72,60,39,30,21,15,9,9,15,72.0,12561,102,102,204,39,18,21,84,78,87,93,114,186,261,363,504,738,1083,1461,1836,2151,1716,1059,366,96,204,18,12,3,6,3,6,6,3,3,6,3,3,3,3,12,12,24,15,21,15,15,21,12,15,18,18,24,12,18,15,21,21,15,21,21,15,21,30,21,33,36,33,39,45,48,54,48,51,60,57,69,63,87,84,75,102,99,108,120,111,132,168,150,177,201,186,213,243,240,243,249,288,324,357,348,324,363,414,384,432,453,438,399,423,393,336,363,303,321,297,243,201,186,132,126,90,63,45,42,96,77.7
1991,13764,147,147,294,57,33,51,171,252,192,180,228,279,348,468,702,1206,1698,1929,2175,1869,1089,420,111,15,294,15,15,15,9,9,6,6,12,6,9,6,15,6,18,12,30,33,45,51,57,45,39,57,51,39,33,36,48,39,33,42,36,33,39,51,48,42,36,51,54,48,63,54,60,51,51,66,87,90,90,87,84,99,105,123,120,129,147,183,216,201,225,264,303,345,309,369,318,357,381,414,366,378,393,408,405,480,426,459,393,399,375,357,345,273,255,243,174,138,120,117,90,54,39,36,30,18,6,15,12,71.8,12624,108,93,201,42,30,18,69,75,75,105,141,198,237,348,447,723,1071,1407,1866,2172,1854,1074,375,102,198,18,12,9,3,9,3,6,9,6,3,3,3,3,3,12,6,9,21,18,12,15,15,15,15,18,15,9,15,15,21,15,21,27,21,21,24,24,33,39,30,33,45,42,48,42,57,45,36,60,66,75,57,78,69,78,90,93,84,102,138,129,132,162,162,171,192,213,225,267,270,273,261,300,306,321,366,399,387,393,438,414,450,414,453,399,420,378,348,309,303,246,198,177,150,120,102,60,51,42,102,78.1
1992,14478,129,126,252,63,36,48,180,249,213,189,219,240,336,528,744,1203,1770,1983,2229,2076,1284,498,117,15,252,27,15,9,12,6,9,6,9,3,6,6,9,9,18,24,24,30,51,51,54,45,57,54,36,48,36,45,39,45,45,36,45,27,33,48,45,42,45,39,48,39,48,54,54,60,63,66,75,69,84,99,108,111,126,120,147,138,153,186,174,207,234,261,330,321,336,336,387,387,399,414,387,381,405,402,459,420,459,486,462,411,435,411,354,291,294,279,210,210,171,111,105,54,57,45,27,24,12,9,15,72.4,12639,87,87,174,39,33,24,63,81,63,87,120,171,249,339,426,660,999,1437,1887,2244,1944,1119,396,81,174,18,6,6,9,6,9,9,6,3,3,3,3,6,9,3,12,18,18,15,12,12,12,21,21,12,9,15,12,15,18,21,18,15,18,18,18,30,27,27,24,42,33,30,39,51,45,54,48,51,63,66,63,72,81,81,60,90,105,87,96,129,126,138,171,183,192,156,222,246,282,270,300,288,300,369,354,342,402,414,447,435,450,471,441,432,405,414,351,342,327,252,216,168,156,114,123,72,51,36,81,78.7
1993,14106,114,120,234,54,21,30,180,261,180,171,228,282,336,519,678,1116,1635,2016,2277,1962,1266,531,123,12,234,24,18,6,6,6,3,0,3,6,6,6,9,6,3,9,30,42,45,54,60,72,39,48,42,39,33,42,36,33,48,27,33,27,36,33,54,48,48,48,45,48,66,69,57,63,69,72,66,69,66,93,111,114,132,129,126,132,141,150,186,204,219,255,258,273,312,291,369,387,378,405,417,435,384,444,453,429,477,474,417,393,405,375,369,354,282,258,204,174,147,120,123,84,57,51,27,18,15,9,15,72.9,12993,99,87,189,57,21,27,66,78,72,90,102,192,234,357,471,684,1026,1437,1905,2289,2034,1155,426,84,186,21,18,6,12,3,6,0,6,3,3,6,3,6,6,9,15,9,18,18,15,15,24,9,12,9,12,15,15,27,21,12,18,15,24,24,21,15,21,18,33,36,45,30,42,36,51,42,42,60,63,75,57,72,93,72,87,93,108,111,108,111,144,171,153,165,192,222,225,219,261,240,291,324,324,345,333,378,414,435,474,420,417,495,477,450,447,423,378,336,309,294,222,162,165,141,105,84,63,33,84,78.8
1994,14088,105,105,210,60,30,36,132,204,198,207,198,255,342,498,654,1056,1677,2061,2130,2091,1323,576,117,24,210,27,12,12,9,9,12,6,3,3,9,3,3,6,9,12,18,30,33,42,36,39,57,33,39,51,36,30,45,33,39,51,42,42,30,39,36,42,42,39,54,39,57,60,48,51,63,84,69,81,81,93,93,105,123,126,141,117,135,135,168,183,210,222,267,306,321,318,366,366,378,402,417,423,441,387,417,444,414,471,489,435,384,414,372,330,300,303,213,183,168,153,114,78,63,39,30,21,18,6,27,73.2,12867,84,105,189,39,21,15,69,72,69,96,120,165,222,360,435,675,942,1467,1782,2271,2073,1254,435,93,189,18,9,6,6,6,3,6,3,6,3,3,3,3,3,9,9,6,24,21,15,12,15,12,15,9,12,12,21,15,21,15,15,27,21,27,18,24,21,30,18,27,39,33,45,39,39,45,51,48,66,54,78,75,87,78,69,93,102,96,126,117,120,165,150,180,186,192,174,213,252,267,294,315,336,309,309,369,390,408,450,462,480,450,426,471,435,417,399,348,321,282,237,240,174,132,123,75,66,39,93,79.2
1995,14457,87,117,204,48,33,39,159,246,216,192,183,246,384,525,705,1038,1677,2079,2211,2079,1434,609,141,15,204,24,9,6,9,9,6,0,12,6,9,6,3,6,12,15,24,39,33,48,48,45,45,54,48,48,42,36,42,48,39,39,39,39,30,30,39,39,36,42,39,48,45,51,63,63,72,84,78,84,81,108,87,117,132,120,135,138,153,159,186,162,210,219,261,294,282,360,363,381,420,366,408,429,456,453,423,402,462,471,426,477,435,393,348,354,336,282,246,210,192,132,105,105,72,57,30,21,18,9,15,73.3,13356,93,87,180,45,21,21,63,87,75,102,135,174,276,384,456,636,975,1461,1854,2301,2133,1377,483,111,180,18,3,6,12,6,3,3,3,6,0,6,3,6,6,9,15,12,15,12,15,12,15,15,27,15,15,18,12,12,24,15,15,24,24,30,21,36,27,18,30,33,39,30,39,42,51,45,66,72,66,57,78,108,75,81,93,96,72,111,111,117,123,123,165,210,162,198,189,219,249,264,291,321,339,384,348,348,363,414,420,444,483,489,471,501,465,408,390,372,390,303,240,249,195,147,129,96,63,48,111,79.3
1996,14451,117,105,222,54,30,33,171,201,198,201,213,216,381,504,717,1062,1605,2082,2148,2139,1473,648,135,18,222,21,12,12,9,6,3,9,3,9,9,6,6,6,9,15,48,36,42,33,48,33,36,33,45,42,45,42,39,33,36,33,45,42,45,42,42,42,48,42,39,36,51,45,39,60,72,81,93,78,75,96,99,117,117,123,150,126,153,165,189,180,216,234,243,273,309,309,327,384,408,396,396,426,459,456,465,396,423,408,477,420,399,429,414,396,312,300,243,222,174,159,135,111,66,54,30,27,15,12,21,73.5,13803,96,90,183,42,24,33,84,66,75,105,120,147,309,345,453,669,1008,1449,1911,2484,2241,1410,537,105,186,21,9,9,6,6,6,6,3,6,3,3,9,6,9,15,18,18,21,15,12,12,15,15,15,15,15,18,15,15,15,15,24,24,24,12,30,24,33,24,27,30,30,27,36,48,60,63,66,66,72,69,69,57,72,72,87,93,84,108,120,96,147,141,165,162,192,219,201,234,243,255,312,309,330,384,366,354,393,417,441,489,507,537,507,471,450,489,441,387,366,303,324,240,180,180,132,90,75,57,102,79.7
1997,14238,108,105,216,60,33,30,168,180,201,189,213,279,357,531,690,969,1584,2010,2091,2175,1437,642,162,12,216,18,27,6,9,9,3,6,6,6,6,6,6,6,9,21,27,33,36,54,51,30,24,30,42,39,42,42,36,39,36,39,39,30,51,48,42,36,45,42,60,48,51,72,48,69,75,54,66,96,111,87,114,105,120,123,129,141,141,156,174,162,201,207,228,258,312,300,342,372,372,432,405,396,408,438,462,426,360,402,486,381,465,450,396,387,336,273,240,198,192,159,129,84,78,66,39,27,12,18,12,73.5,13233,87,75,162,39,18,30,69,63,87,108,108,180,267,357,498,570,936,1344,1755,2355,2250,1473,462,111,162,18,12,6,3,3,6,3,0,3,3,12,3,6,9,12,12,12,21,12,15,15,12,9,12,18,21,18,12,15,15,15,21,21,36,18,21,30,21,21,33,45,39,36,27,45,48,48,63,57,60,57,78,60,102,78,105,105,87,123,93,108,102,129,132,150,183,198,189,213,255,243,267,279,300,345,315,369,336,387,447,414,513,471,510,447,462,438,447,456,387,351,291,249,192,150,120,93,57,42,111,80.1
1998,13536,96,87,186,48,33,45,129,174,192,171,228,276,339,468,696,954,1422,1887,2097,1956,1416,636,168,12,186,24,9,15,6,6,12,9,6,3,3,6,12,9,12,15,30,30,30,27,33,39,30,36,36,30,42,36,48,39,21,36,36,30,45,36,27,51,60,54,54,51,63,51,60,66,60,54,72,87,78,84,111,87,111,126,126,138,144,162,171,174,195,192,222,213,273,282,321,336,348,375,360,396,405,405,450,423,414,405,411,402,408,366,372,360,303,306,237,207,168,162,138,96,72,63,42,33,18,12,12,73.8,12669,75,45,120,33,18,27,78,45,57,105,120,198,234,342,471,606,885,1245,1782,2187,2142,1362,495,108,120,15,3,9,9,6,3,6,3,3,3,6,6,3,9,12,21,18,12,15,9,6,12,6,12,15,15,12,6,12,15,18,18,27,27,21,21,21,24,33,36,39,36,42,45,48,33,42,60,51,60,75,66,69,75,72,84,90,105,123,129,108,108,129,129,153,159,189,168,219,240,237,228,261,276,336,342,354,399,351,357,447,456,456,471,468,420,462,396,396,372,318,261,225,186,180,129,99,60,27,108,79.9
1999,14274,93,96,192,42,27,36,123,159,180,168,216,252,360,525,744,984,1335,1986,2382,2058,1572,723,177,27,189,18,6,12,9,6,3,6,3,3,3,9,3,9,15,12,21,24,42,30,36,33,30,33,27,45,36,36,33,33,33,27,33,36,42,36,45,45,45,48,36,51,42,54,69,54,72,84,78,75,87,96,123,108,108,129,129,141,156,186,150,189,186,204,252,213,249,270,285,309,342,360,408,444,432,465,483,465,501,468,390,417,459,429,366,375,348,333,255,261,213,162,156,105,84,60,45,30,24,15,27,74.5,13848,69,57,126,33,15,30,75,60,60,87,126,198,249,357,483,642,918,1350,1890,2253,2499,1659,594,141,126,6,9,6,6,3,3,3,6,3,3,3,3,3,15,12,15,12,9,27,9,9,15,15,9,12,12,12,9,15,18,18,12,18,21,21,24,27,30,27,39,39,33,42,42,36,48,45,54,66,66,66,87,60,78,87,99,84,111,102,111,129,138,135,129,174,156,162,204,222,216,270,279,267,321,339,348,372,399,432,387,435,447,465,522,549,552,465,516,420,444,375,351,273,225,189,156,99,90,60,141,80.6
2000,13749,105,87,192,51,24,45,123,150,165,189,195,264,357,501,660,855,1335,1869,2301,2031,1560,696,177,15,189,15,15,15,9,6,0,3,3,3,6,6,9,9,15,15,21,30,30,27,30,24,30,30,36,39,27,30,36,36,39,30,45,36,39,42,27,45,45,39,54,48,51,54,54,60,72,84,63,81,93,87,96,114,111,108,135,120,123,171,153,183,165,183,168,207,213,267,312,336,333,381,384,384,390,411,444,468,474,504,504,357,402,375,396,369,360,291,288,249,210,168,114,114,90,51,48,33,30,18,15,74.8,12909,96,60,156,36,27,18,45,39,72,78,111,180,252,369,477,606,822,1224,1743,2145,2304,1524,552,120,156,12,15,3,6,3,6,9,6,6,6,6,3,0,6,6,6,15,6,12,9,6,9,9,9,12,21,15,12,12,15,12,18,18,12,15,21,21,27,27,21,51,30,33,45,42,36,60,57,63,66,66,78,72,90,75,87,96,108,108,114,114,129,120,126,132,135,168,186,198,213,231,216,282,279,297,276,366,402,402,435,378,417,462,456,492,477,468,444,423,393,378,279,258,219,177,141,93,78,63,123,80.5
2001,13983,81,96,174,39,24,36,132,159,135,183,195,267,312,507,639,930,1272,1986,2193,2046,1716,837,180,24,174,18,12,6,3,3,6,6,3,0,3,9,9,6,12,12,27,30,27,33,27,36,39,27,30,18,27,30,21,36,33,33,36,39,45,36,30,45,42,39,54,42,39,69,63,51,48,63,69,81,81,102,102,114,105,114,123,114,129,156,165,159,207,195,204,234,204,261,276,297,351,381,408,390,459,450,417,429,411,486,426,435,390,423,369,378,375,372,315,276,234,198,168,132,102,66,45,33,24,12,24,75.0,13842,75,45,123,36,27,27,60,48,60,84,111,168,246,384,441,678,840,1206,1803,2379,2607,1731,666,117,120,18,9,3,6,9,6,6,3,3,3,6,3,6,6,6,9,18,12,12,6,12,15,9,12,6,12,15,12,15,12,18,27,12,18,18,21,24,30,21,24,39,36,33,39,42,48,51,54,51,63,66,81,87,87,75,84,72,105,102,123,129,141,150,138,138,159,162,180,204,210,192,231,294,282,312,336,360,375,423,441,510,432,453,537,549,531,525,534,471,390,396,378,315,255,192,165,129,105,69,117,81.3
2002,14022,99,57,153,45,27,36,117,135,141,156,207,267,354,513,690,924,1236,1815,2256,2151,1767,792,210,27,153,27,0,6,9,3,9,9,3,3,3,6,6,9,12,15,15,24,39,27,30,27,33,21,24,36,27,18,24,36,27,36,27,36,33,27,48,39,48,42,63,45,51,60,48,72,72,60,60,84,75,96,117,99,126,141,117,126,144,162,156,183,189,195,204,210,237,249,261,279,294,348,360,381,432,384,450,489,492,438,486,471,447,369,381,408,363,357,360,276,231,195,129,144,93,84,54,39,21,15,30,75.5,14043,90,54,144,36,21,21,51,57,66,93,123,177,252,345,492,633,804,1260,1836,2307,2616,1875,702,138,147,21,6,3,3,6,6,3,9,3,3,6,0,6,3,3,12,12,15,12,12,9,9,15,9,9,9,12,24,15,21,15,12,18,27,30,18,15,24,33,36,27,48,30,33,54,36,54,48,60,45,57,72,87,81,99,81,108,108,99,117,138,144,126,111,144,153,165,168,177,201,249,270,273,267,318,327,390,384,414,429,468,468,423,519,519,507,573,549,468,468,417,396,324,267,219,210,126,96,48,138,81.4
2003,14022,93,72,165,39,21,39,138,132,129,174,201,279,366,516,693,915,1185,1755,2235,2295,1677,852,195,21,165,12,12,6,6,3,0,9,3,6,0,9,9,9,12,12,30,33,36,30,33,27,27,21,24,27,21,24,27,27,33,24,39,36,39,39,39,39,36,48,63,63,54,51,51,69,69,78,63,84,81,84,96,123,129,126,138,135,123,171,141,180,183,192,219,213,195,237,261,279,321,342,342,372,378,402,471,447,465,447,489,462,489,465,390,345,372,336,327,294,249,201,171,126,102,69,57,27,24,18,18,75.7,13989,69,42,114,39,15,18,75,54,54,87,126,186,267,375,492,621,828,1221,1722,2346,2589,1920,705,132,111,18,6,6,9,3,6,3,3,0,3,3,3,6,3,9,18,15,18,18,18,15,9,6,9,15,6,12,12,12,15,18,18,12,21,27,24,24,21,36,36,27,36,42,51,48,51,51,57,60,57,63,81,96,81,111,84,87,90,123,99,96,138,132,156,144,153,183,174,180,213,219,255,264,270,276,324,348,396,384,438,483,495,492,441,522,531,504,507,525,477,420,360,348,312,222,183,120,111,75,132,81.5
2004,14076,93,75,171,36,18,36,129,141,129,123,207,255,387,486,675,894,1209,1674,2250,2403,1701,894,231,33,168,15,9,9,6,3,3,3,0,6,0,3,9,3,18,18,24,30,33,27,27,36,24,30,27,27,15,24,27,33,30,18,30,21,24,39,42,42,42,42,42,51,39,57,63,69,72,78,84,81,90,84,90,105,114,123,138,135,120,162,147,159,192,204,189,192,240,246,252,276,273,315,315,369,396,399,441,429,504,483,510,456,498,486,453,387,354,330,327,297,270,210,171,150,96,81,63,36,30,21,30,76.2,14343,87,66,153,27,15,18,66,48,45,87,129,186,276,387,501,660,813,1185,1713,2451,2703,2022,726,135,153,12,6,3,6,3,6,3,3,0,0,3,3,6,6,9,12,15,21,9,9,9,15,15,6,6,12,6,12,9,12,18,18,18,24,24,27,27,21,27,27,33,33,42,54,42,48,69,66,54,66,75,78,90,81,93,99,102,96,111,117,123,132,141,141,144,135,144,189,201,192,213,237,270,276,300,324,333,375,375,399,468,486,546,558,540,498,594,534,537,504,465,411,327,312,219,171,144,117,75,135,82.0
